,Acres,County,FIPS,GeoJSON,Parcel,Parcel_ID,STATEFP,Shape,State,county_name,lat_center,lng_center,range,sect,state_name,twnshp,Assessed_Land,Avg_CSR2,Broker_URL,Buyer,CRP,CRP_Acres,Entry_Updated,Listing_Agent,Listing_id,Percent_Tillable,Price_Acre,Sale_Condition,Sale_Date,Sale_Price,Status,Taxes_total,Tillable_Acres,Total_Acres
0,82.03194479,Audrain,29007,"{'coordinates': [[[-91.4798211770267, 39.1778493155894], [-91.4845500231646, 39.1779785377189], [-91.4846261386577, 39.1743595927166], [-91.479884532006, 39.1741928407039], [-91.4752134634931, 39.1740283282702], [-91.4751429523754, 39.1740258685597], [-91.4751065587647, 39.1777132725888], [-91.4798211770267, 39.1778493155894]]], 'type': 'Polygon'}",1,5ea6fb8d526a877669abae35,29,"POLYGON((-91.4798211770267 39.1778493155894, -91.4845500231646 39.1779785377189, -91.4846261386577 39.1743595927166, -91.479884532006 39.1741928407039, -91.4752134634931 39.1740283282702, -91.4751429523754 39.1740258685597, -91.4751065587647 39.1777132725888, -91.4798211770267 39.1778493155894))",Missouri,Audrain,39.17602,-91.47984,5W,21,Missouri,51N,,46.09304,https://lpigroup.us/listings/80-acres-audrain-county-road-677/,,No,,2019-11-21T00:00:00,Luetkenhaus Properties,46DD1C08-08F5-4E2F-AC3F-5D36C6D682AF,50,3738,Listing,,299000,For Sale,,40,80
1,364.506847,Audrain,29007,"{'coordinates': [[[-91.85720443725586, 39.15023114963322], [-91.85754776000977, 39.15111307887992], [-91.85752630233765, 39.15132939946008], [-91.85744047164917, 39.1515124394316], [-91.8572473526001, 39.15176203862552], [-91.8570327758789, 39.15186187805521], [-91.8563461303711, 39.15207819633361], [-91.85587406158447, 39.152161395494396], [-91.85565948486328, 39.152544110367096], [-91.85553073883055, 39.15287690421666], [-91.85535907745361, 39.153309533868224], [-91.85544490814209, 39.153642324097966], [-91.85656070709229, 39.15468228342182], [-91.85755848884583, 39.155805422228234], [-91.85837388038635, 39.15702005587031], [-91.85884594917297, 39.15818475336799], [-91.85903906822205, 39.159599002980535], [-91.85923218727112, 39.16074701999565], [-91.85961842536925, 39.16134597795801], [-91.85996174812315, 39.16161217985993], [-91.8605625629425, 39.16194493082076], [-91.85981154441833, 39.1632426445289], [-91.86275124549866, 39.163824944180746], [-91.86410307884216, 39.16317609569034], [-91.86318039894104, 39.162793438646816], [-91.86437129974365, 39.16175359921059], [-91.86467170715332, 39.16183678693115], [-91.86492919921875, 39.1606721498918], [-91.87353372573853, 39.16286830649303], [-91.87550783157349, 39.16376671443249], [-91.87572240829468, 39.16370016608972], [-91.8760871887207, 39.16348388354093], [-91.87649488449097, 39.16331751189704], [-91.87690258026122, 39.16318441429862], [-91.87726736068726, 39.16313450263426], [-91.87827587127686, 39.15925792185186], [-91.87743902206421, 39.159673874226485], [-91.87728881835938, 39.15987353049277], [-91.8763017654419, 39.159890168489405], [-91.87613010406494, 39.160023272320664], [-91.87587261199951, 39.16005654823913], [-91.87525033950804, 39.16005654823913], [-91.8755292892456, 39.15914145474626], [-91.87537908554077, 39.15895843461934], [-91.87527179718016, 39.158492563057], [-91.8751859664917, 39.15653753268724], [-91.87454223632812, 39.15655417147278], [-91.87426328659056, 39.15670392036555], [-91.87376976013184, 39.15680375278367], [-91.87331914901733, 39.156720559111754], [-91.872718334198, 39.156670642861364], [-91.8722677230835, 39.15658744903205], [-91.87186002731323, 39.15640442226129], [-91.8711519241333, 39.156104922882186], [-91.87061548233032, 39.15628795043201], [-91.87020778656006, 39.15633786695389], [-91.86956405639648, 39.15635450578666], [-91.86844825744629, 39.156088283990414], [-91.86917781829834, 39.155023386732644], [-91.8696928024292, 39.15390855514856], [-91.86808347702026, 39.15507330415163], [-91.86728954315186, 39.15545600318735], [-91.86707496643066, 39.15573886635421], [-91.86692476272583, 39.15615483953391], [-91.86694622039795, 39.15647097750574], [-91.86697840690613, 39.156861988295496], [-91.86708569526672, 39.157269635528614], [-91.86704277992249, 39.158001730752325], [-91.86506867408752, 39.158018369191616], [-91.8650472164154, 39.15665400410338], [-91.8638026714325, 39.15665400410338], [-91.86451077461243, 39.15477379910655], [-91.86524033546446, 39.15477379910655], [-91.86536908149719, 39.15189515783362], [-91.86305165290833, 39.15024778990998], [-91.85720443725586, 39.15023114963322]]], 'type': 'Polygon'}",1,5ea6fb8c526a877669aba7ff,29,"POLYGON((-91.85720443725586 39.15023114963322, -91.85754776000977 39.15111307887992, -91.85752630233765 39.15132939946008, -91.85744047164917 39.1515124394316, -91.8572473526001 39.15176203862552, -91.8570327758789 39.15186187805521, -91.8563461303711 39.15207819633361, -91.85587406158447 39.152161395494396, -91.85565948486328 39.152544110367096, -91.85553073883055 39.15287690421666, -91.85535907745361 39.153309533868224, -91.85544490814209 39.153642324097966, -91.85656070709229 39.15468228342182, -91.85755848884583 39.155805422228234, -91.85837388038635 39.15702005587031, -91.85884594917297 39.15818475336799, -91.85903906822205 39.159599002980535, -91.85923218727112 39.16074701999565, -91.85961842536925 39.16134597795801, -91.85996174812315 39.16161217985993, -91.8605625629425 39.16194493082076, -91.85981154441833 39.1632426445289, -91.86275124549866 39.163824944180746, -91.86410307884216 39.16317609569034, -91.86318039894104 39.162793438646816, -91.86437129974365 39.16175359921059, -91.86467170715332 39.16183678693115, -91.86492919921875 39.1606721498918, -91.87353372573853 39.16286830649303, -91.87550783157349 39.16376671443249, -91.87572240829468 39.16370016608972, -91.8760871887207 39.16348388354093, -91.87649488449097 39.16331751189704, -91.87690258026122 39.16318441429862, -91.87726736068726 39.16313450263426, -91.87827587127686 39.15925792185186, -91.87743902206421 39.159673874226485, -91.87728881835938 39.15987353049277, -91.8763017654419 39.159890168489405, -91.87613010406494 39.160023272320664, -91.87587261199951 39.16005654823913, -91.87525033950804 39.16005654823913, -91.8755292892456 39.15914145474626, -91.87537908554077 39.15895843461934, -91.87527179718016 39.158492563057, -91.8751859664917 39.15653753268724, -91.87454223632812 39.15655417147278, -91.87426328659056 39.15670392036555, -91.87376976013184 39.15680375278367, -91.87331914901733 39.156720559111754, -91.872718334198 39.156670642861364, -91.8722677230835 39.15658744903205, -91.87186002731323 39.15640442226129, -91.8711519241333 39.156104922882186, -91.87061548233032 39.15628795043201, -91.87020778656006 39.15633786695389, -91.86956405639648 39.15635450578666, -91.86844825744629 39.156088283990414, -91.86917781829834 39.155023386732644, -91.8696928024292 39.15390855514856, -91.86808347702026 39.15507330415163, -91.86728954315186 39.15545600318735, -91.86707496643066 39.15573886635421, -91.86692476272583 39.15615483953391, -91.86694622039795 39.15647097750574, -91.86697840690613 39.156861988295496, -91.86708569526672 39.157269635528614, -91.86704277992249 39.158001730752325, -91.86506867408752 39.158018369191616, -91.8650472164154 39.15665400410338, -91.8638026714325 39.15665400410338, -91.86451077461243 39.15477379910655, -91.86524033546446 39.15477379910655, -91.86536908149719 39.15189515783362, -91.86305165290833 39.15024778990998, -91.85720443725586 39.15023114963322))",Missouri,Audrain,39.15702805,-91.86681747,9W,36,Missouri,51N,,44.15047,https://www.tracyellis.com/idx/mls-20021285-0_365_acres_vandiver_street_mexico_mo_65265,,No,,2020-04-03T00:00:00,Meyer & Company Real Estate,65B4ECFE-EDE2-48CA-9D24-D74409605F68,8,4384,Listing,,1600000,For Sale,,29.54,365
2,119.3234505,Audrain,29007,"{'coordinates': [[[-91.85713469982147, 39.150122987738335], [-91.85765504837036, 39.1514791594722], [-91.8573224544525, 39.15174539870679], [-91.85576677322388, 39.15224459455681], [-91.85566484928131, 39.15253579050069], [-91.85550928115843, 39.15285194473253], [-91.85538589954376, 39.153201376704686], [-91.85538589954376, 39.15348840881232], [-91.85550928115843, 39.15372552140948], [-91.85619056224823, 39.15435365793653], [-91.85676991939545, 39.154944350746824], [-91.85737073421478, 39.15560159466525], [-91.85787498950958, 39.156258832444564], [-91.86407089233397, 39.15632538782674], [-91.86450004577637, 39.15483203629848], [-91.86542272567749, 39.15483203629848], [-91.86543881893158, 39.1518868378905], [-91.86307847499847, 39.15018538885182], [-91.85713469982147, 39.150122987738335]]], 'type': 'Polygon'}",1,5ea6fb8c526a877669aba76f,29,"POLYGON((-91.85713469982147 39.150122987738335, -91.85765504837036 39.1514791594722, -91.8573224544525 39.15174539870679, -91.85576677322388 39.15224459455681, -91.85566484928131 39.15253579050069, -91.85550928115843 39.15285194473253, -91.85538589954376 39.153201376704686, -91.85538589954376 39.15348840881232, -91.85550928115843 39.15372552140948, -91.85619056224823 39.15435365793653, -91.85676991939545 39.154944350746824, -91.85737073421478 39.15560159466525, -91.85787498950958 39.156258832444564, -91.86407089233397 39.15632538782674, -91.86450004577637 39.15483203629848, -91.86542272567749 39.15483203629848, -91.86543881893158 39.1518868378905, -91.86307847499847 39.15018538885182, -91.85713469982147 39.150122987738335))",Missouri,Audrain,39.15322419,-91.86041236,9W,36,Missouri,51N,,49.47187,http://meyerlistings.idxbroker.com/idx/details/listing/a057/20005038/0-120-ac-Vandiver-Parcel-D-Street-Mexico-MO-65265,,No,,2020-01-29T00:00:00,Meyer & Company Real Estate,662528ED-5A2C-4EF9-807B-976D012E82D4,1,3825,Listing,,459000,For Sale,,0.71,120
3,40.68037817,Audrain,29007,"{'coordinates': [[[-91.856745404149, 39.3120995351902], [-91.8593088699432, 39.3121330004944], [-91.8592961021638, 39.3123781096047], [-91.8612653761801, 39.3124513655208], [-91.861333035942, 39.3124539057367], [-91.8613407301064, 39.3121596228491], [-91.8614286486253, 39.3085374067407], [-91.8613289981355, 39.3085360089635], [-91.8603266211165, 39.3085226531719], [-91.8568386869193, 39.308476034926], [-91.856745404149, 39.3120995351902]]], 'type': 'Polygon'}",1,5ea6fb8c526a877669aba6de,29,"POLYGON((-91.856745404149 39.3120995351902, -91.8593088699432 39.3121330004944, -91.8592961021638 39.3123781096047, -91.8612653761801 39.3124513655208, -91.861333035942 39.3124539057367, -91.8613407301064 39.3121596228491, -91.8614286486253 39.3085374067407, -91.8613289981355 39.3085360089635, -91.8603266211165 39.3085226531719, -91.8568386869193 39.308476034926, -91.856745404149 39.3120995351902))",Missouri,Audrain,39.31038,-91.85913,9W,1,Missouri,52N,,39.64974,https://www.tracyellis.com/idx/mls-20018845-1540_audrain_rd_343_mexico_mo_65265,,No,,2020-04-07T00:00:00,RE/MAX On the Move,7BF0A2E0-8ED7-45DA-BC42-FD97783F7BFC,2,5732,Listing,,235000,For Sale,487,0.73,41
4,82.03194479,Audrain,29007,"{'coordinates': [[[-91.4798211770267, 39.1778493155894], [-91.4845500231646, 39.1779785377189], [-91.4846261386577, 39.1743595927166], [-91.479884532006, 39.1741928407039], [-91.4752134634931, 39.1740283282702], [-91.4751429523754, 39.1740258685597], [-91.4751065587647, 39.1777132725888], [-91.4798211770267, 39.1778493155894]]], 'type': 'Polygon'}",1,5cc99a54526a87103c364b98,29,"POLYGON((-91.4798211770267 39.1778493155894, -91.4845500231646 39.1779785377189, -91.4846261386577 39.1743595927166, -91.479884532006 39.1741928407039, -91.4752134634931 39.1740283282702, -91.4751429523754 39.1740258685597, -91.4751065587647 39.1777132725888, -91.4798211770267 39.1778493155894))",Missouri,Audrain,39.17602,-91.47984,5W,21,Missouri,51N,,46.09304,http://meyerlistings.com/idx/mls-19030912-0_audrain_county_road_677_vandalia_mo_63382,,No,,,Meyer & Company Real Estate,823952AB-424C-4FAA-ACF2-FE15419D9FAE,20,3875,Listing,,310000,For Sale,,15.9,80
5,0.725722643,Audrain,29007,"{'coordinates': [[[-91.82267327439031, 39.111055592505544], [-91.82264057333715, 39.111048873566986], [-91.82253448418354, 39.111015840703146], [-91.82242008957883, 39.11098913051324], [-91.82230674735203, 39.11089850828301], [-91.82225966941172, 39.110770223556706], [-91.82228608586051, 39.11066184732765], [-91.82235328402034, 39.11056666040944], [-91.82248600125534, 39.11047853297985], [-91.82249536995495, 39.11040832541014], [-91.82256066499859, 39.11042815993955], [-91.82269168050293, 39.11044226956507], [-91.82278104071527, 39.110494299296406], [-91.82282088875141, 39.11056500392717], [-91.82290130627482, 39.1106616728334], [-91.82294146205957, 39.11071319655137], [-91.8229905608056, 39.11072008097878], [-91.82298981666581, 39.11076481205247], [-91.82288255816536, 39.11080207891546], [-91.82284112675816, 39.110827224143414], [-91.82287308366315, 39.11087866508633], [-91.82285615413323, 39.110910455407144], [-91.82285530377747, 39.11096156504669], [-91.82279746282465, 39.11098654454528], [-91.82279639956143, 39.111050447358714], [-91.82267327439031, 39.111055592505544]]], 'type': 'Polygon'}",1,6001768b526a874046472eb9,29,"POLYGON((-91.82267327439031 39.111055592505544, -91.82264057333715 39.111048873566986, -91.82253448418354 39.111015840703146, -91.82242008957883 39.11098913051324, -91.82230674735203 39.11089850828301, -91.82225966941172 39.110770223556706, -91.82228608586051 39.11066184732765, -91.82235328402034 39.11056666040944, -91.82248600125534 39.11047853297985, -91.82249536995495 39.11040832541014, -91.82256066499859 39.11042815993955, -91.82269168050293 39.11044226956507, -91.82278104071527 39.110494299296406, -91.82282088875141 39.11056500392717, -91.82290130627482 39.1106616728334, -91.82294146205957 39.11071319655137, -91.8229905608056 39.11072008097878, -91.82298981666581 39.11076481205247, -91.82288255816536 39.11080207891546, -91.82284112675816 39.110827224143414, -91.82287308366315 39.11087866508633, -91.82285615413323 39.110910455407144, -91.82285530377747 39.11096156504669, -91.82279746282465 39.11098654454528, -91.82279639956143 39.111050447358714, -91.82267327439031 39.111055592505544))",Missouri,,39.11073196,-91.82262512,8W,17,Missouri,50N,,42.22379,http://hayhurstrealestate.com/832-audrain-road-832-mexico-mo/,,No,,2020-11-02T00:00:00,Hayhurst Real Estate,865216FA-5FD6-44CB-946D-0D34AC9F9172,52,5550,Listing,,876900,For Sale,,82.71,158
6,2.355456166,Audrain,29007,"{'coordinates': [[[-91.82088713587481, 39.11222603494688], [-91.82089023462923, 39.112219848847445], [-91.82093190593731, 39.11043840450246], [-91.82093683835096, 39.1102277910805], [-91.82094620995979, 39.10982713086529], [-91.8209504224469, 39.109647218922895], [-91.82095444421724, 39.10947527959819], [-91.82096011767564, 39.10923267630731], [-91.82097330631761, 39.108668860128326], [-91.82112250903286, 39.10861783620366], [-91.82130432110228, 39.1085365952285], [-91.82159200497853, 39.10850115387591], [-91.8218536030555, 39.1085549253683], [-91.82192147699979, 39.10859688979815], [-91.82203222287183, 39.10866537368635], [-91.82192422249022, 39.10874736178519], [-91.82169447224075, 39.1087514282857], [-91.82152224222565, 39.10874968720925], [-91.82127641384474, 39.1087344243775], [-91.82115276038272, 39.10877151487647], [-91.82111047788162, 39.10884777814226], [-91.82112463959378, 39.108982128136624], [-91.82112187164223, 39.10914825919062], [-91.82106223323288, 39.10928186280523], [-91.82101142069884, 39.109377205714], [-91.8210080136687, 39.109581671215494], [-91.82100513879587, 39.109754198830494], [-91.82103602907992, 39.109869543044105], [-91.82108364810533, 39.109965881469726], [-91.82116459468944, 39.11003061365806], [-91.82117151611918, 39.11010736550078], [-91.82107235011097, 39.11015110119177], [-91.82104679537571, 39.11020835862465], [-91.8210045117133, 39.11028463082787], [-91.8209861860362, 39.110399468238676], [-91.8210585083977, 39.11048966787493], [-91.82121242866008, 39.11060625627439], [-91.82120240840031, 39.1107147980625], [-91.82136559269944, 39.110767575406705], [-91.82151321932315, 39.11076906800262], [-91.82161068314493, 39.110827569204936], [-91.82164146845939, 39.11094930083555], [-91.82154176941518, 39.11102498379423], [-91.82135207157978, 39.111086970374515], [-91.82129242031107, 39.11122057392796], [-91.82114383457426, 39.11127658722723], [-91.82100323454011, 39.11134546741834], [-91.82097628346453, 39.11148579018873], [-91.82100600303723, 39.111671424726495], [-91.82097127874441, 39.11178610525421], [-91.82101079474953, 39.111875973075314], [-91.82119678019902, 39.11203763338232], [-91.82119465114872, 39.112165411883936], [-91.82130915342123, 39.112185744728826], [-91.82151451900116, 39.11216864620977], [-91.82166236133213, 39.112157363512246], [-91.82188327365385, 39.11219154872379], [-91.8220473129926, 39.112193206538976], [-91.82232594989638, 39.11220879927232], [-91.82253099626348, 39.112210870698206], [-91.82264666862007, 39.11216092087244], [-91.82279494779779, 39.11212406852472], [-91.82294172684752, 39.112176677993475], [-91.82308914702693, 39.112248468714256], [-91.82306929113123, 39.11224826823623], [-91.82246484861928, 39.112242163772706], [-91.82090652617434, 39.112226411302856], [-91.82088713587481, 39.11222603494688]]], 'type': 'Polygon'}",2,6001768b526a874046472eba,29,"POLYGON((-91.82088713587481 39.11222603494688, -91.82089023462923 39.112219848847445, -91.82093190593731 39.11043840450246, -91.82093683835096 39.1102277910805, -91.82094620995979 39.10982713086529, -91.8209504224469 39.109647218922895, -91.82095444421724 39.10947527959819, -91.82096011767564 39.10923267630731, -91.82097330631761 39.108668860128326, -91.82112250903286 39.10861783620366, -91.82130432110228 39.1085365952285, -91.82159200497853 39.10850115387591, -91.8218536030555 39.1085549253683, -91.82192147699979 39.10859688979815, -91.82203222287183 39.10866537368635, -91.82192422249022 39.10874736178519, -91.82169447224075 39.1087514282857, -91.82152224222565 39.10874968720925, -91.82127641384474 39.1087344243775, -91.82115276038272 39.10877151487647, -91.82111047788162 39.10884777814226, -91.82112463959378 39.108982128136624, -91.82112187164223 39.10914825919062, -91.82106223323288 39.10928186280523, -91.82101142069884 39.109377205714, -91.8210080136687 39.109581671215494, -91.82100513879587 39.109754198830494, -91.82103602907992 39.109869543044105, -91.82108364810533 39.109965881469726, -91.82116459468944 39.11003061365806, -91.82117151611918 39.11010736550078, -91.82107235011097 39.11015110119177, -91.82104679537571 39.11020835862465, -91.8210045117133 39.11028463082787, -91.8209861860362 39.110399468238676, -91.8210585083977 39.11048966787493, -91.82121242866008 39.11060625627439, -91.82120240840031 39.1107147980625, -91.82136559269944 39.110767575406705, -91.82151321932315 39.11076906800262, -91.82161068314493 39.110827569204936, -91.82164146845939 39.11094930083555, -91.82154176941518 39.11102498379423, -91.82135207157978 39.111086970374515, -91.82129242031107 39.11122057392796, -91.82114383457426 39.11127658722723, -91.82100323454011 39.11134546741834, -91.82097628346453 39.11148579018873, -91.82100600303723 39.111671424726495, -91.82097127874441 39.11178610525421, -91.82101079474953 39.111875973075314, -91.82119678019902 39.11203763338232, -91.82119465114872 39.112165411883936, -91.82130915342123 39.112185744728826, -91.82151451900116 39.11216864620977, -91.82166236133213 39.112157363512246, -91.82188327365385 39.11219154872379, -91.8220473129926 39.112193206538976, -91.82232594989638 39.11220879927232, -91.82253099626348 39.112210870698206, -91.82264666862007 39.11216092087244, -91.82279494779779 39.11212406852472, -91.82294172684752 39.112176677993475, -91.82308914702693 39.112248468714256, -91.82306929113123 39.11224826823623, -91.82246484861928 39.112242163772706, -91.82090652617434 39.112226411302856, -91.82088713587481 39.11222603494688))",Missouri,,39.11037481,-91.82198814,8W,17,Missouri,50N,,42.22379,http://hayhurstrealestate.com/832-audrain-road-832-mexico-mo/,,No,,2020-11-02T00:00:00,Hayhurst Real Estate,865216FA-5FD6-44CB-946D-0D34AC9F9172,52,5550,Listing,,876900,For Sale,,82.71,158
7,1.531580705,Audrain,29007,"{'coordinates': [[[-91.82558955643853, 39.11173654506108], [-91.82560911491345, 39.111786706961226], [-91.82560449472773, 39.111877606348735], [-91.8255456047033, 39.111966490194135], [-91.82540458323375, 39.112060926065475], [-91.8254196022944, 39.11214415691505], [-91.82542663439487, 39.112214529977635], [-91.82542567965801, 39.112272036245415], [-91.8251405153755, 39.112269162434025], [-91.8244922319588, 39.11226262660635], [-91.8245709309242, 39.111501584755295], [-91.82558955643853, 39.11173654506108]]], 'type': 'Polygon'}",3,6001768b526a874046472ebb,29,"POLYGON((-91.82558955643853 39.11173654506108, -91.82560911491345 39.111786706961226, -91.82560449472773 39.111877606348735, -91.8255456047033 39.111966490194135, -91.82540458323375 39.112060926065475, -91.8254196022944 39.11214415691505, -91.82542663439487 39.112214529977635, -91.82542567965801 39.112272036245415, -91.8251405153755 39.112269162434025, -91.8244922319588 39.11226262660635, -91.8245709309242 39.111501584755295, -91.82558955643853 39.11173654506108))",Missouri,,39.11188681,-91.82505067,8W,17,Missouri,50N,,42.22379,http://hayhurstrealestate.com/832-audrain-road-832-mexico-mo/,,No,,2020-11-02T00:00:00,Hayhurst Real Estate,865216FA-5FD6-44CB-946D-0D34AC9F9172,52,5550,Listing,,876900,For Sale,,82.71,158
8,3.406069961,Audrain,29007,"{'coordinates': [[[-91.8261242335081, 39.11228952566072], [-91.82546669826348, 39.11227244956284], [-91.82543389031761, 39.112272118979966], [-91.82542567965801, 39.112272036245415], [-91.82542663439487, 39.112214529977635], [-91.8254196022944, 39.11214415691505], [-91.82540458323375, 39.112060926065475], [-91.8255456047033, 39.111966490194135], [-91.82560449472773, 39.111877606348735], [-91.82560911491345, 39.111786706961226], [-91.82558955643853, 39.11173654506108], [-91.82557465680266, 39.11169836939739], [-91.82556857919268, 39.11157049005908], [-91.82555605526896, 39.111442852136264], [-91.82555814468334, 39.11131698338737], [-91.82554555890056, 39.111190984799684], [-91.82551827531965, 39.111064829108756], [-91.82552017453783, 39.110950420167185], [-91.8255073876691, 39.11083584522996], [-91.82550966691163, 39.110698543683775], [-91.82555562523777, 39.1105845696408], [-91.82559650594997, 39.11038210346487], [-91.82568874337416, 39.11026160323265], [-91.82583605100953, 39.110282262106566], [-91.82588377132086, 39.11037221096586], [-91.82588207471431, 39.11047444838368], [-91.82587995409351, 39.11060223614404], [-91.82593519127516, 39.1107257177745], [-91.82602179057398, 39.11081813965075], [-91.82613757304934, 39.11092229905918], [-91.82617705701037, 39.11098867370818], [-91.82627399509767, 39.11107911801369], [-91.82627240498046, 39.11117496784702], [-91.82632832540592, 39.11126499908518], [-91.82639288050895, 39.11132955360768], [-91.82640685229684, 39.11147667835427], [-91.82642047130143, 39.11157743900867], [-91.82644833760898, 39.111669269228884], [-91.82644287739544, 39.11177740685928], [-91.82646567271699, 39.11188627949493], [-91.82653736764007, 39.1120148193736], [-91.8266345192973, 39.112092497229284], [-91.82651149843765, 39.11209125882041], [-91.8265080443574, 39.1122994995224], [-91.8261242335081, 39.11228952566072]]], 'type': 'Polygon'}",4,6001768b526a874046472ebc,29,"POLYGON((-91.8261242335081 39.11228952566072, -91.82546669826348 39.11227244956284, -91.82543389031761 39.112272118979966, -91.82542567965801 39.112272036245415, -91.82542663439487 39.112214529977635, -91.8254196022944 39.11214415691505, -91.82540458323375 39.112060926065475, -91.8255456047033 39.111966490194135, -91.82560449472773 39.111877606348735, -91.82560911491345 39.111786706961226, -91.82558955643853 39.11173654506108, -91.82557465680266 39.11169836939739, -91.82556857919268 39.11157049005908, -91.82555605526896 39.111442852136264, -91.82555814468334 39.11131698338737, -91.82554555890056 39.111190984799684, -91.82551827531965 39.111064829108756, -91.82552017453783 39.110950420167185, -91.8255073876691 39.11083584522996, -91.82550966691163 39.110698543683775, -91.82555562523777 39.1105845696408, -91.82559650594997 39.11038210346487, -91.82568874337416 39.11026160323265, -91.82583605100953 39.110282262106566, -91.82588377132086 39.11037221096586, -91.82588207471431 39.11047444838368, -91.82587995409351 39.11060223614404, -91.82593519127516 39.1107257177745, -91.82602179057398 39.11081813965075, -91.82613757304934 39.11092229905918, -91.82617705701037 39.11098867370818, -91.82627399509767 39.11107911801369, -91.82627240498046 39.11117496784702, -91.82632832540592 39.11126499908518, -91.82639288050895 39.11132955360768, -91.82640685229684 39.11147667835427, -91.82642047130143 39.11157743900867, -91.82644833760898 39.111669269228884, -91.82644287739544 39.11177740685928, -91.82646567271699 39.11188627949493, -91.82653736764007 39.1120148193736, -91.8266345192973 39.112092497229284, -91.82651149843765 39.11209125882041, -91.8265080443574 39.1122994995224, -91.8261242335081 39.11228952566072))",Missouri,,39.11128055,-91.82601955,8W,17,Missouri,50N,,42.22379,http://hayhurstrealestate.com/832-audrain-road-832-mexico-mo/,,No,,2020-11-02T00:00:00,Hayhurst Real Estate,865216FA-5FD6-44CB-946D-0D34AC9F9172,52,5550,Listing,,876900,For Sale,,82.71,158
9,0.426509965,Audrain,29007,"{'coordinates': [[[-91.82913430080364, 39.11172779049338], [-91.82900306986116, 39.11172647225031], [-91.82890550438269, 39.11167436483426], [-91.82884062943096, 39.11162897444262], [-91.82877628343022, 39.11155163704823], [-91.82871929014591, 39.11152550976564], [-91.82872013643231, 39.11147439101426], [-91.82868891568116, 39.111378211441284], [-91.82871521667036, 39.11127623022033], [-91.82875706943497, 39.111225523501176], [-91.82884697574335, 39.11124559279545], [-91.82892047241312, 39.111265506173815], [-91.82906757174536, 39.111298936191304], [-91.8291567378343, 39.11136374542588], [-91.82919584111481, 39.11147917001354], [-91.82917731677993, 39.11160679308185], [-91.82913430080364, 39.11172779049338]]], 'type': 'Polygon'}",5,6001768b526a874046472ebd,29,"POLYGON((-91.82913430080364 39.11172779049338, -91.82900306986116 39.11172647225031, -91.82890550438269 39.11167436483426, -91.82884062943096 39.11162897444262, -91.82877628343022 39.11155163704823, -91.82871929014591 39.11152550976564, -91.82872013643231 39.11147439101426, -91.82868891568116 39.111378211441284, -91.82871521667036 39.11127623022033, -91.82875706943497 39.111225523501176, -91.82884697574335 39.11124559279545, -91.82892047241312 39.111265506173815, -91.82906757174536 39.111298936191304, -91.8291567378343 39.11136374542588, -91.82919584111481 39.11147917001354, -91.82917731677993 39.11160679308185, -91.82913430080364 39.11172779049338))",Missouri,,39.11147666,-91.82894238,8W,17,Missouri,50N,,42.22379,http://hayhurstrealestate.com/832-audrain-road-832-mexico-mo/,,No,,2020-11-02T00:00:00,Hayhurst Real Estate,865216FA-5FD6-44CB-946D-0D34AC9F9172,52,5550,Listing,,876900,For Sale,,82.71,158
